time_step,inlet_velocity,B_magnitude,output_source,velocity_magnitude,pressure,pred_velocity,pred_pressure,drift_metric
52,1.0,20.043983580673522,surrogate,,,0.9996601687849375,209.38065242002028,0.022201796033138186
53,1.0,20.00540170424538,surrogate,,,0.9996605547251152,209.07129927025,0.8593272841514569
54,1.0,19.971539479970474,surrogate,,,0.9996613626984862,208.64320451672236,0.8997651844746676
55,1.0,19.973824398843046,surrogate,,,0.9996613626984862,208.64320451672236,1.7192067712312398
56,1.0,19.911424872128276,surrogate,,,0.9996628126972417,208.15154366562624,1.0923542029575455
57,1.0,19.918529370410692,surrogate,,,0.999662791369435,208.20717188185046,0.798997982012511
58,1.0,19.975046198900248,surrogate,,,0.9996614189749268,208.73965075747697,0.6277435676462716
59,1.0,19.94979887899662,surrogate,,,0.9996621246218089,208.43284724470058,1.5006718063460827
60,1.0,19.90361452585184,surrogate,,,0.9996624782190796,208.07632867004256,0.3003914554017115
61,1.0,20.030989766079372,surrogate,,,0.9996604479174094,209.2796972066193,1.0300143369710637
62,1.0,20.087593238812975,surrogate,,,0.9996596337428256,209.83159858034725,0.1496165513520658
63,1.0,19.926174285410013,surrogate,,,0.9996619637105438,208.28750916937065,1.1748858819250039
64,1.0,20.02832385908502,surrogate,,,0.9996604492375127,209.2779272227385,1.1056097086133245
65,1.0,19.997343030751882,surrogate,,,0.999660832247704,208.97860891498226,0.01505761205163559
66,1.0,19.92152480988457,surrogate,,,0.999662501367064,208.2511383753183,0.9786505095932997
67,1.0,20.044451499760264,surrogate,,,0.9996601687849376,209.38065242002028,0.09780549014554751
68,1.0,20.043318247421915,surrogate,,,0.9996601687849376,209.38065242002028,1.4807280410002153
69,1.0,19.906255390186324,surrogate,,,0.9996627240110767,208.12200802262197,1.4691938896466115
70,1.0,20.06511011648263,surrogate,,,0.9996590939153468,209.67071765608037,0.7532153385058562
71,1.0,20.097922008167565,surrogate,,,0.9996596337428258,209.83159858034728,0.577366114534212
72,1.0,20.01573240512609,surrogate,,,0.9996604595306523,209.20187002776052,1.003730484189644
73,1.0,19.92386360819159,surrogate,,,0.9996625013670639,208.2511383753183,0.4885076848293711
74,1.0,20.092678806602983,surrogate,,,0.9996596337428256,209.83159858034725,1.6082050216876622
75,1.0,20.002602110093658,surrogate,,,0.9996607973585898,208.9840341269836,0.7885608652941569
76,1.0,20.098030966381128,surrogate,,,0.9996596337428256,209.83159858034725,1.1067932365980602
77,1.0,20.056627676693573,surrogate,,,0.9996600852694709,209.54616065452487,0.44780434923179346
78,1.0,19.92806714847981,surrogate,,,0.9996619637105439,208.2875091693706,1.7974693308785905
79,1.0,19.92919479520227,surrogate,,,0.9996619637105438,208.2875091693706,0.05369416600108554
80,1.0,19.928622555114167,surrogate,,,0.9996619637105439,208.28750916937065,0.20542718885755645
81,1.0,20.025147650227144,surrogate,,,0.9996604492375125,209.27792722273855,0.044359058299969244
82,1.0,20.056643282815184,surrogate,,,0.999660085269471,209.54616065452487,0.8505236868006756
83,1.0,20.019126340742773,surrogate,,,0.9996604595306523,209.2018700277605,1.1284457820790543
84,1.0,19.918143671334164,surrogate,,,0.999662791369435,208.2071718818504,0.7819671083770671
85,1.0,19.986112954521445,surrogate,,,0.99966155104236,208.8947684648388,0.6281588654012714
86,1.0,19.97078358500515,surrogate,,,0.9996613626984862,208.64320451672236,0.1017803416245774
87,1.0,20.04025359333855,surrogate,,,0.9996601687849376,209.38065242002028,1.0536015851582359
88,1.0,19.942666914963258,surrogate,,,0.9996619739742474,208.3914636806703,0.7684796827911291
89,1.0,20.07381725505084,surrogate,,,0.9996591265254129,209.70091896859046,1.3089135613282066
90,1.0,19.929157463086796,surrogate,,,0.9996619637105439,208.2875091693706,0.5453251519405902
91,1.0,20.093621362419164,surrogate,,,0.9996596337428256,209.83159858034725,1.1709151061442675
92,1.0,19.98254586853186,surrogate,,,0.9996615714086677,208.87958992698827,1.1222076102091518
93,1.0,19.990208292868438,surrogate,,,0.9996615459771568,208.89883273932017,1.6392685318080433
94,1.0,19.911857829059716,surrogate,,,0.9996628126972417,208.15154366562624,0.13301591320031994
95,1.0,19.9684053655617,surrogate,,,0.9996613626984864,208.64320451672236,1.314945990631174
96,1.0,19.98446602970522,surrogate,,,0.9996615714086677,208.87958992698827,1.433423618653357
97,1.0,19.97016430912823,surrogate,,,0.9996613626984862,208.64320451672236,1.4517014535427593
98,1.0,20.089556073365763,surrogate,,,0.9996596337428256,209.83159858034725,0.9959464292636571
99,1.0,19.949276947894912,surrogate,,,0.9996621246218089,208.43284724470058,0.7819466762271507
100,1.0,19.93789981240631,surrogate,,,0.9996619631054131,208.38811464947813,1.7146749342711005
101,1.0,19.905834586963138,surrogate,,,0.9996627240110767,208.12200802262197,1.6799891297711373
102,1.0,20.08986649217159,surrogate,,,0.9996596337428256,209.83159858034725,0.04200320358806346
103,1.0,20.051458189137268,surrogate,,,0.9996603682887043,209.45135450544637,0.29487053456368817
104,1.0,20.011712872994977,surrogate,,,0.999660545356919,209.07535982784182,1.7257089468726265
105,1.0,20.061424936393667,surrogate,,,0.9996596296990446,209.60824140499892,0.5976159596012993
106,1.0,19.9569354333534,surrogate,,,0.9996614111264441,208.58607207037866,0.7283515774611683
107,1.0,20.080603767843126,surrogate,,,0.9996599870980504,209.7549119806118,1.3190087416018348
108,1.0,20.097811837380405,surrogate,,,0.9996596337428256,209.83159858034725,0.0768313197189845
109,1.0,20.035911531970463,surrogate,,,0.9996601687849376,209.38065242002028,1.5665567335099009
110,1.0,20.07531704155054,surrogate,,,0.9996599213332176,209.7431469493509,0.018289118655561307
111,1.0,19.96191376287145,surrogate,,,0.9996614111264441,208.5860720703787,0.2649486972446017
112,1.0,20.093092448096105,surrogate,,,0.9996596337428256,209.83159858034725,1.502775762254419
113,1.0,19.95514627951257,surrogate,,,0.9996614111264441,208.5860720703787,1.1857215587280685
114,1.0,20.029923231072704,surrogate,,,0.9996604492375127,209.27792722273855,1.827511711622505
115,1.0,19.971779744809268,surrogate,,,0.9996613626984862,208.64320451672236,0.9318442942204581
116,1.0,19.911362829730297,surrogate,,,0.9996628126972417,208.15154366562624,1.6786339748353472
117,1.0,20.088917126560364,surrogate,,,0.9996596337428256,209.83159858034725,0.6348375635463728
118,1.0,20.094887846195274,surrogate,,,0.9996596337428256,209.83159858034725,0.03955376821505
119,1.0,19.939029532815155,surrogate,,,0.9996619631054132,208.38811464947813,1.3412758874795663
120,1.0,20.00838893525022,surrogate,,,0.999660554725115,209.07129927025,1.4439627710706502
121,1.0,20.019895813020597,surrogate,,,0.9996604595306523,209.2018700277605,1.3791443516634592
122,1.0,19.956274823392945,surrogate,,,0.9996614111264442,208.5860720703787,0.8633254377177954
123,1.0,20.00559475037066,surrogate,,,0.999660554725115,209.07129927025,0.23201913808255328
124,1.0,19.90662651757922,surrogate,,,0.9996627240110767,208.12200802262197,1.509477281654383
125,1.0,19.977535746946625,surrogate,,,0.9996614189749268,208.73965075747697,1.2460687269033415
126,1.0,20.0577101313452,surrogate,,,0.999660085269471,209.54616065452487,1.8198066766362293
127,1.0,20.068392825080593,surrogate,,,0.9996590939153467,209.67071765608037,1.1326467206230875
128,1.0,19.91883247760895,surrogate,,,0.999662791369435,208.20717188185046,1.3853623608920733
129,1.0,19.97240280257562,surrogate,,,0.9996613626984862,208.64320451672236,1.015114718732199
130,1.0,19.91087125281647,surrogate,,,0.9996628126972418,208.15154366562624,1.4499592912879538
131,1.0,19.993300418553908,surrogate,,,0.9996615459771567,208.89883273932017,0.10732248696145562
132,1.0,19.997532943808345,surrogate,,,0.9996608322477039,208.9786089149823,0.30944699908344453
133,1.0,20.035186526451138,surrogate,,,0.9996601687849375,209.38065242002028,1.3557841232076304
134,1.0,20.06629739052815,surrogate,,,0.9996590939153467,209.67071765608037,0.466695392256052
135,1.0,19.91162738602501,surrogate,,,0.9996628126972418,208.15154366562624,0.838920748961929
136,1.0,20.016811197122774,surrogate,,,0.9996604595306523,209.20187002776052,0.1562619641056536
137,1.0,20.035173664251882,surrogate,,,0.9996601687849376,209.38065242002028,1.5240886583312918
138,1.0,19.92165735434902,surrogate,,,0.999662501367064,208.2511383753183,0.3527380976173641
139,1.0,19.929242103642014,surrogate,,,0.9996619637105436,208.28750916937065,0.692937292356843
140,1.0,20.098456907453148,surrogate,,,0.9996596337428256,209.83159858034728,0.9981568418214114
141,1.0,20.041902754302487,surrogate,,,0.9996601687849376,209.38065242002023,0.053051668866590906
142,1.0,19.985764205160553,surrogate,,,0.9996615510423598,208.89476846483882,0.9972414086327833
143,1.0,19.92218206580646,surrogate,,,0.9996625013670639,208.2511383753183,1.487730766310565
144,1.0,19.946934700577046,surrogate,,,0.9996621246218089,208.43284724470058,0.9589741919515823
145,1.0,19.95829474725569,surrogate,,,0.9996614111264441,208.5860720703787,0.7650678180658255
146,1.0,20.02741662291051,surrogate,,,0.9996604492375127,209.27792722273855,1.5946205982974175
147,1.0,20.048306134253185,surrogate,,,0.9996603682887043,209.45135450544637,1.1675686898437712
148,1.0,20.08824014011088,surrogate,,,0.9996596337428258,209.83159858034728,0.41393473193200897
149,1.0,20.003166440257235,surrogate,,,0.9996607973585898,208.98403412698357,0.3191265132518089
150,1.0,20.0630433182983,surrogate,,,0.9996596296990446,209.60824140499892,1.5006198264293233
151,1.0,20.07276240421466,surrogate,,,0.9996591265254129,209.70091896859046,0.4239137619685442
152,1.0,20.051308698014925,surrogate,,,0.9996603682887043,209.4513545054464,0.628232318964382
153,1.0,19.902714972996517,surrogate,,,0.9996624782190796,208.07632867004256,0.9849788836352655
154,1.0,19.952825842637164,surrogate,,,0.9996619337309706,208.4972098748807,1.0820663488738829
155,1.0,19.96322274938589,surrogate,,,0.9996614111264441,208.5860720703787,1.7765570313197183
156,1.0,20.085128847044313,surrogate,,,0.9996596337428256,209.83159858034725,1.2621319442584593
157,1.0,19.913265931186363,surrogate,,,0.9996628126972417,208.15154366562624,0.8421710092145792
158,1.0,19.966962209288393,surrogate,,,0.9996613626984862,208.64320451672236,0.6565929399841915
159,1.0,19.99293316997438,surrogate,,,0.9996615459771566,208.89883273932017,0.7642905790328511
160,1.0,19.956508101036228,surrogate,,,0.9996614111264441,208.5860720703787,0.8808165681815692
161,1.0,19.92379503125041,surrogate,,,0.999662501367064,208.2511383753183,0.28808823039568
162,1.0,19.999000611299603,surrogate,,,0.999660832247704,208.9786089149823,1.17856446730106
163,1.0,19.99480638477558,surrogate,,,0.9996615459771568,208.89883273932017,0.04820016898037744
164,1.0,19.97677635512873,surrogate,,,0.9996614189749269,208.73965075747697,0.10700710682201292
165,1.0,19.956113240132268,surrogate,,,0.9996614111264441,208.58607207037866,1.332614968367389
166,1.0,20.0957517719443,surrogate,,,0.9996596337428256,209.83159858034725,0.17362767918372796
167,1.0,19.956446072798002,surrogate,,,0.9996614111264441,208.58607207037872,0.993367410499522
168,1.0,20.07450200417851,surrogate,,,0.9996591265254128,209.70091896859046,0.026361811736470384
169,1.0,20.041138461295656,surrogate,,,0.9996601687849375,209.3806524200203,0.1567080580470307
170,1.0,19.9807996516878,surrogate,,,0.9996615714086675,208.87958992698827,1.0050864373193151
171,1.0,20.088597845997683,surrogate,,,0.9996596337428256,209.83159858034725,1.8180130857980192
172,1.0,20.081962377010466,surrogate,,,0.9996599870980503,209.7549119806118,1.341289226292706
173,1.0,20.097636395552364,surrogate,,,0.9996596337428256,209.83159858034728,1.2290868354568718
174,1.0,20.079624291749933,surrogate,,,0.9996599213332175,209.7431469493509,0.8102674602114117
175,1.0,19.916722353729995,surrogate,,,0.999662791369435,208.20717188185046,1.7741392310915254
176,1.0,19.922228466796046,surrogate,,,0.999662501367064,208.2511383753183,0.060859172054092935
177,1.0,20.089180246847217,surrogate,,,0.9996596337428258,209.83159858034725,0.010263825803478841
178,1.0,20.082953740849874,surrogate,,,0.9996599870980504,209.7549119806118,1.295090338452641
179,1.0,19.910049651636232,surrogate,,,0.9996628126972417,208.15154366562624,1.4263828498994477
180,1.0,19.920627751553408,surrogate,,,0.999662501367064,208.2511383753183,0.7214429418158366
181,1.0,20.092862867921035,surrogate,,,0.9996596337428256,209.83159858034725,0.2623955675625375
182,1.0,19.94123076450717,surrogate,,,0.9996619739742474,208.3914636806703,1.4415766600688509
183,1.0,19.949687973936037,surrogate,,,0.9996621246218089,208.43284724470058,0.12938556792126413
184,1.0,20.066892529958775,surrogate,,,0.9996590939153468,209.67071765608037,0.2810010046927833
185,1.0,20.003564610715348,surrogate,,,0.9996607973585898,208.9840341269836,0.45508765176663774
186,1.0,20.049435379407008,surrogate,,,0.9996603682887043,209.45135450544637,0.5856459773049637
187,1.0,19.993077589611616,surrogate,,,0.9996615459771567,208.89883273932014,1.0455803841068958
188,1.0,19.985064569473938,surrogate,,,0.99966155104236,208.8947684648388,1.6666656176888002
189,1.0,19.943997550111877,surrogate,,,0.9996619739742474,208.3914636806703,1.590272471076959
190,1.0,20.013885957800106,surrogate,,,0.999660545356919,209.07535982784182,0.0416083702531844
191,1.0,19.935402200826456,surrogate,,,0.9996619631054131,208.38811464947813,1.1258528884754626
192,1.0,19.90494266662153,surrogate,,,0.9996624782190796,208.07632867004256,1.8241537808388983
193,1.0,19.952625552947456,surrogate,,,0.9996619337309706,208.4972098748807,0.7556609146567083
194,1.0,19.95801642346984,surrogate,,,0.9996614111264441,208.5860720703787,0.21423608790111415
195,1.0,20.03506192324763,surrogate,,,0.9996601687849376,209.38065242002028,1.6789218513408524
196,1.0,20.013223315753745,surrogate,,,0.9996605453569191,209.07535982784182,0.06138183166165719
197,1.0,20.061563723490924,surrogate,,,0.9996596296990446,209.60824140499892,0.8992688168212871
198,1.0,19.94630745946147,surrogate,,,0.9996621246218089,208.43284724470058,0.5195308136921667
199,1.0,19.996410917549696,surrogate,,,0.999660832247704,208.9786089149823,1.0860741263522493
200,1.0,20.09369029911979,surrogate,,,0.9996596337428255,209.83159858034728,1.1605622156934627
201,1.0,20.04166195159716,surrogate,,,0.9996601687849376,209.38065242002028,1.30885759434773
202,1.0,19.92206410124899,surrogate,,,0.999662501367064,208.2511383753183,0.2062159141495143
203,1.0,19.91978955772037,surrogate,,,0.999662791369435,208.20717188185046,1.3695494257129897
204,1.0,20.023678782820966,surrogate,,,0.9996604546693068,209.20832123886404,0.4160097330771907
205,1.0,19.908467321543856,surrogate,,,0.9996627240110766,208.12200802262197,0.7824145516059616
206,1.0,20.044901995103352,surrogate,,,0.9996601687849376,209.38065242002028,0.5482406993775399
207,1.0,19.907692044830533,surrogate,,,0.9996627240110767,208.12200802262197,1.0958308066180902
208,1.0,19.921592642999954,surrogate,,,0.999662501367064,208.2511383753183,0.873017800150506
209,1.0,20.00132411469826,surrogate,,,0.9996607973585898,208.9840341269836,0.25486842386706027
210,1.0,20.080689081109085,surrogate,,,0.9996599870980503,209.7549119806118,0.906498030129107
211,1.0,19.98319966432123,surrogate,,,0.9996615714086677,208.87958992698822,0.8983872327499473
212,1.0,19.975949630765818,surrogate,,,0.9996614189749268,208.73965075747697,1.6333261920632365
213,1.0,20.062149572603946,surrogate,,,0.9996596296990445,209.60824140499892,1.095686293900339
214,1.0,20.08089106764138,surrogate,,,0.9996599870980504,209.7549119806118,1.0677404410196893
215,1.0,20.095490494823533,surrogate,,,0.9996596337428256,209.83159858034725,1.8264772682988832
216,1.0,20.069010329749023,surrogate,,,0.9996590939153467,209.67071765608037,0.2018042852342018
217,1.0,20.065472098278555,surrogate,,,0.9996590939153467,209.67071765608037,1.0199626356192077
218,1.0,20.021729094689142,surrogate,,,0.9996604546693068,209.20832123886402,0.5562489116946194
219,1.0,19.930929209520684,surrogate,,,0.9996619637105439,208.28750916937065,0.2577707528942499
220,1.0,20.051774085866512,surrogate,,,0.9996603682887043,209.4513545054464,0.614762720369624
221,1.0,20.07852949492749,surrogate,,,0.9996599213332178,209.7431469493509,0.6314478707642661
222,1.0,19.92572970098152,surrogate,,,0.9996619637105436,208.2875091693706,1.0333570682172035
223,1.0,20.05861564334645,surrogate,,,0.999660085269471,209.54616065452487,1.5989923665870223
224,1.0,19.94532153406302,surrogate,,,0.9996621246218089,208.43284724470058,0.959097213640667
225,1.0,20.068549025114837,surrogate,,,0.9996590939153468,209.67071765608037,0.5166792405563589
226,1.0,20.00745201296667,surrogate,,,0.999660554725115,209.07129927025,1.1031484071273217
227,1.0,20.019793447212013,surrogate,,,0.9996604595306523,209.2018700277605,1.2125214544527811
228,1.0,20.06054878740593,surrogate,,,0.9996596296990446,209.60824140499892,1.499378722284659
229,1.0,19.969725762433832,surrogate,,,0.9996613626984864,208.64320451672236,1.6921606271090401
230,1.0,19.919344378464803,surrogate,,,0.9996627913694351,208.20717188185046,1.403920851361988
231,1.0,19.91156709766816,surrogate,,,0.9996628126972417,208.15154366562624,1.3775480336736592
232,1.0,20.041910208053114,surrogate,,,0.9996601687849375,209.38065242002028,1.3525628689137028
233,1.0,20.0985746933028,surrogate,,,0.9996596337428256,209.83159858034725,1.656444365942929
234,1.0,20.056074737691578,surrogate,,,0.999660085269471,209.54616065452487,1.3135589006799615
235,1.0,19.915849828992283,surrogate,,,0.999662791369435,208.20717188185046,1.340008252471892
236,1.0,19.939534282548873,surrogate,,,0.9996619631054131,208.38811464947813,1.6523762421114387
237,1.0,19.95393692453885,surrogate,,,0.9996619337309706,208.4972098748807,0.0008037445555813115
238,1.0,19.912131720733147,surrogate,,,0.9996628126972417,208.15154366562624,0.251605425239664
239,1.0,20.06223351775251,surrogate,,,0.9996596296990446,209.60824140499892,0.27500793602275414
240,1.0,20.016904089296762,surrogate,,,0.9996604595306523,209.20187002776052,0.8844001986059499
241,1.0,20.011005830299293,surrogate,,,0.999660545356919,209.07535982784182,0.030259489883653415
242,1.0,19.952699261656054,surrogate,,,0.9996619337309706,208.4972098748807,0.8080846892163516
243,1.0,20.05728704189292,surrogate,,,0.999660085269471,209.54616065452487,0.9824746108632203
244,1.0,20.074652517005685,surrogate,,,0.9996591265254129,209.70091896859046,0.12369714732286033
245,1.0,20.020130024505512,surrogate,,,0.999660454669307,209.20832123886404,0.5949925468076688
246,1.0,20.08829173174169,surrogate,,,0.9996596337428258,209.8315985803472,1.588081222999498
247,1.0,20.015665212580778,surrogate,,,0.9996604595306523,209.2018700277605,0.561918029519833
248,1.0,20.091684251345445,surrogate,,,0.9996596337428256,209.83159858034725,1.0056343595579258
249,1.0,20.005918925145366,surrogate,,,0.9996605547251152,209.07129927025,0.9811410398613479
250,1.0,19.936661817464074,surrogate,,,0.9996619631054131,208.38811464947818,1.7459262193120266
251.0,1.0,19.55,simulation,0.9996691513900824,204.6578764208948,0.9996691513900824,204.6578764208948,5.495063238667059
252.0,1.0,19.27,simulation,0.9996734789182038,201.8868211547113,0.9996734789182038,201.8868211547113,5.495063238667059
253.0,1.0,18.93,simulation,0.9996793931322404,198.5757713171707,0.9996793931322404,198.5757713171707,5.495063238667059
254.0,1.0,18.52,simulation,0.9996871891169048,194.652583804049,0.9996871891169048,194.652583804049,5.495063238667059
255.0,1.0,18.15,simulation,0.9996934686781545,191.00571129967508,0.9996934686781545,191.00571129967508,5.495063238667059
256.0,1.0,17.75,simulation,0.9997010086089008,187.10388181704576,0.9997010086089008,187.10388181704576,5.495063238667059
257.0,1.0,17.34,simulation,0.9997093214219084,183.15692254936263,0.9997093214219084,183.15692254936263,5.495063238667059
258.0,1.0,16.9,simulation,0.9997174880899616,178.83323985503625,0.9997174880899616,178.83323985503625,5.495063238667059
259.0,1.0,16.48,simulation,0.9997264339319089,174.7528733116721,0.9997264339319089,174.7528733116721,5.495063238667059
260.0,1.0,16.22,simulation,0.9997310278435732,172.17190252936766,0.9997310278435732,172.17190252936766,5.495063238667059
261.0,1.0,15.89,simulation,0.9997375754684388,168.99947353661585,0.9997375754684388,168.99947353661585,5.495063238667059
262.0,1.0,15.38,simulation,0.9997481592220502,164.01636278930266,0.9997481592220502,164.01636278930266,5.495063238667059
263.0,1.0,15.15,simulation,0.9997526734465754,161.7928227368158,0.9997526734465754,161.7928227368158,5.495063238667059
264.0,1.0,14.59,simulation,0.999764495584242,156.32550086228443,0.999764495584242,156.32550086228443,5.495063238667059
265.0,1.0,14.26,simulation,0.9997715041002856,153.09181635341164,0.9997715041002856,153.09181635341164,5.495063238667059
266.0,1.0,13.89,simulation,0.9997798382982191,149.4804310547363,0.9997798382982191,149.4804310547363,5.495063238667059
267.0,1.0,13.57,simulation,0.9997874723401446,146.396802251937,0.9997874723401446,146.396802251937,5.495063238667059
268.0,1.0,13.25,simulation,0.9997942680752718,143.18727590102475,0.9997942680752718,143.18727590102475,5.495063238667059
269.0,1.0,12.72,simulation,0.99980651168513,138.0545036315921,0.99980651168513,138.0545036315921,5.495063238667059
270.0,1.0,12.32,simulation,0.9998168605511524,134.13608947763058,0.9998168605511524,134.13608947763058,5.495063238667059
271.0,1.0,11.95,simulation,0.999825969710516,130.48611971257185,0.999825969710516,130.48611971257185,5.495063238667059
272.0,1.0,11.73,simulation,0.9998315128399088,128.41711944263935,0.9998315128399088,128.41711944263935,5.495063238667059
273.0,1.0,11.16,simulation,0.9998463173770232,122.84481867533115,0.9998463173770232,122.84481867533115,5.495063238667059
274.0,1.0,10.82,simulation,0.9998556531005072,119.51632358660336,0.9998556531005072,119.51632358660336,5.495063238667059
275.0,1.0,10.45,simulation,0.9998669800643544,115.84782220694828,0.9998669800643544,115.84782220694828,5.495063238667059
276.0,1.0,10.04,simulation,0.9998777299025092,111.91902101849536,0.9998777299025092,111.91902101849536,5.495063238667059
277.0,1.0,9.69,simulation,0.9998888045022536,108.46850185028742,0.9998888045022536,108.46850185028742,5.495063238667059
278.0,1.0,9.41,simulation,0.9998975374339276,105.77932491652088,0.9998975374339276,105.77932491652088,5.495063238667059
279.0,1.0,9.05,simulation,0.9999101580585544,102.23809438415395,0.9999101580585544,102.23809438415395,5.495063238667059
280.0,1.0,8.61,simulation,0.9999246531599556,97.93852484928767,0.9999246531599556,97.93852484928767,5.495063238667059
281,1.0,8.286200170388296,surrogate,,,0.9999178777063835,99.9409597347789,1.74849377341341
282,1.0,7.873664767647308,surrogate,,,0.9999178777063835,99.94095973477891,1.8780241945251221
283,1.0,7.408043385732728,surrogate,,,0.9999178777063835,99.94095973477891,1.973904888920818
